Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
date,string,string,string,numeric,numeric,numeric,numeric
7/30/2022,AF,Afghanistan,EMRO,88,185481,0,7743
7/31/2022,AF,Afghanistan,EMRO,99,185580,4,7747
8/1/2022,AF,Afghanistan,EMRO,169,185749,1,7748
8/2/2022,AF,Afghanistan,EMRO,181,185930,3,7751
8/3/2022,AF,Afghanistan,EMRO,226,186156,1,7752
8/4/2022,AF,Afghanistan,EMRO,237,186393,0,7752
8/5/2022,AF,Afghanistan,EMRO,337,186730,0,7752
8/6/2022,AF,Afghanistan,EMRO,244,186974,0,7752
8/7/2022,AF,Afghanistan,EMRO,72,187046,0,7752
8/8/2022,AF,Afghanistan,EMRO,396,187442,0,7752
8/9/2022,AF,Afghanistan,EMRO,243,187685,1,7753
8/10/2022,AF,Afghanistan,EMRO,281,187966,0,7753
8/11/2022,AF,Afghanistan,EMRO,236,188202,0,7753
8/12/2022,AF,Afghanistan,EMRO,304,188506,2,7755
8/13/2022,AF,Afghanistan,EMRO,239,188745,1,7756
8/14/2022,AF,Afghanistan,EMRO,86,188831,2,7758
8/15/2022,AF,Afghanistan,EMRO,214,189045,0,7758
8/16/2022,AF,Afghanistan,EMRO,344,189389,1,7759
8/17/2022,AF,Afghanistan,EMRO,88,189477,0,7759
8/18/2022,AF,Afghanistan,EMRO,233,189710,0,7759
8/19/2022,AF,Afghanistan,EMRO,391,190101,0,7759
8/20/2022,AF,Afghanistan,EMRO,126,190227,0,7759
8/21/2022,AF,Afghanistan,EMRO,208,190435,0,7759
8/22/2022,AF,Afghanistan,EMRO,332,190767,5,7764
8/23/2022,AF,Afghanistan,EMRO,273,191040,3,7767
8/24/2022,AF,Afghanistan,EMRO,207,191247,1,7768
8/25/2022,AF,Afghanistan,EMRO,338,191585,1,7769
8/26/2022,AF,Afghanistan,EMRO,346,191931,2,7771
8/27/2022,AF,Afghanistan,EMRO,148,192079,0,7771
8/28/2022,AF,Afghanistan,EMRO,129,192208,3,7774
8/29/2022,AF,Afghanistan,EMRO,348,192556,3,7777
8/30/2022,AF,Afghanistan,EMRO,448,193004,0,7777
8/31/2022,AF,Afghanistan,EMRO,246,193250,0,7777
9/1/2022,AF,Afghanistan,EMRO,270,193520,1,7778
9/2/2022,AF,Afghanistan,EMRO,95,193615,0,7778
9/3/2022,AF,Afghanistan,EMRO,173,193788,1,7779
9/4/2022,AF,Afghanistan,EMRO,99,193887,1,7780
9/5/2022,AF,Afghanistan,EMRO,276,194163,2,7782
9/6/2022,AF,Afghanistan,EMRO,270,194433,1,7783
9/7/2022,AF,Afghanistan,EMRO,181,194614,0,7783
9/8/2022,AF,Afghanistan,EMRO,473,195087,2,7785
9/9/2022,AF,Afghanistan,EMRO,211,195298,1,7786
9/10/2022,AF,Afghanistan,EMRO,181,195479,0,7786
9/11/2022,AF,Afghanistan,EMRO,168,195647,1,7787
9/12/2022,AF,Afghanistan,EMRO,365,196012,0,7787
9/13/2022,AF,Afghanistan,EMRO,170,196182,2,7789
9/14/2022,AF,Afghanistan,EMRO,222,196404,2,7791
9/15/2022,AF,Afghanistan,EMRO,259,196663,0,7791
9/16/2022,AF,Afghanistan,EMRO,207,196870,1,7792
9/17/2022,AF,Afghanistan,EMRO,153,197023,2,7794
9/18/2022,AF,Afghanistan,EMRO,59,197082,0,7794
9/19/2022,AF,Afghanistan,EMRO,251,197333,2,7796
9/20/2022,AF,Afghanistan,EMRO,143,197476,0,7796
9/21/2022,AF,Afghanistan,EMRO,132,197608,0,7796
9/22/2022,AF,Afghanistan,EMRO,258,197866,0,7796
9/23/2022,AF,Afghanistan,EMRO,157,198023,0,7796
9/24/2022,AF,Afghanistan,EMRO,193,198216,0,7796
9/25/2022,AF,Afghanistan,EMRO,67,198283,0,7796
9/26/2022,AF,Afghanistan,EMRO,172,198455,1,7797
9/27/2022,AF,Afghanistan,EMRO,128,198583,1,7798
9/28/2022,AF,Afghanistan,EMRO,167,198750,0,7798
9/29/2022,AF,Afghanistan,EMRO,126,198876,1,7799
9/30/2022,AF,Afghanistan,EMRO,191,199067,0,7799
10/1/2022,AF,Afghanistan,EMRO,135,199202,0,7799
10/2/2022,AF,Afghanistan,EMRO,70,199272,0,7799
10/3/2022,AF,Afghanistan,EMRO,0,199272,0,7799
10/4/2022,AF,Afghanistan,EMRO,319,199591,4,7803
10/5/2022,AF,Afghanistan,EMRO,168,199759,1,7804
10/6/2022,AF,Afghanistan,EMRO,123,199882,0,7804
10/7/2022,AF,Afghanistan,EMRO,112,199994,0,7804
10/8/2022,AF,Afghanistan,EMRO,127,200121,0,7804
10/9/2022,AF,Afghanistan,EMRO,78,200199,0,7804
10/10/2022,AF,Afghanistan,EMRO,213,200412,2,7806
10/11/2022,AF,Afghanistan,EMRO,92,200504,1,7807
10/12/2022,AF,Afghanistan,EMRO,170,200674,0,7807
10/13/2022,AF,Afghanistan,EMRO,105,200779,0,7807
10/14/2022,AF,Afghanistan,EMRO,67,200846,2,7809
10/15/2022,AF,Afghanistan,EMRO,201,201047,1,7810
10/16/2022,AF,Afghanistan,EMRO,49,201096,1,7811
10/17/2022,AF,Afghanistan,EMRO,140,201236,0,7811
10/18/2022,AF,Afghanistan,EMRO,149,201385,0,7811
10/19/2022,AF,Afghanistan,EMRO,172,201557,1,7812
10/20/2022,AF,Afghanistan,EMRO,193,201750,1,7813
10/21/2022,AF,Afghanistan,EMRO,144,201894,5,7818
10/22/2022,AF,Afghanistan,EMRO,80,201974,0,7818
10/23/2022,AF,Afghanistan,EMRO,55,202029,0,7818
10/24/2022,AF,Afghanistan,EMRO,120,202149,0,7818
10/25/2022,AF,Afghanistan,EMRO,91,202240,1,7819
10/26/2022,AF,Afghanistan,EMRO,159,202399,1,7820
10/27/2022,AF,Afghanistan,EMRO,138,202537,0,7820
10/28/2022,AF,Afghanistan,EMRO,165,202702,0,7820
10/29/2022,AF,Afghanistan,EMRO,67,202769,1,7821
10/30/2022,AF,Afghanistan,EMRO,65,202834,0,7821
10/31/2022,AF,Afghanistan,EMRO,159,202993,0,7821
11/1/2022,AF,Afghanistan,EMRO,70,203063,1,7822
11/2/2022,AF,Afghanistan,EMRO,104,203167,1,7823
11/3/2022,AF,Afghanistan,EMRO,144,203311,0,7823
11/4/2022,AF,Afghanistan,EMRO,149,203460,2,7825
11/5/2022,AF,Afghanistan,EMRO,92,203552,0,7825
11/6/2022,AF,Afghanistan,EMRO,66,203618,1,7826
11/7/2022,AF,Afghanistan,EMRO,114,203732,0,7826
11/8/2022,AF,Afghanistan,EMRO,158,203890,2,7828
11/9/2022,AF,Afghanistan,EMRO,78,203968,1,7829
11/10/2022,AF,Afghanistan,EMRO,205,204173,0,7829
11/11/2022,AF,Afghanistan,EMRO,169,204342,0,7829
11/12/2022,AF,Afghanistan,EMRO,58,204400,0,7829
11/13/2022,AF,Afghanistan,EMRO,31,204431,0,7829
11/14/2022,AF,Afghanistan,EMRO,81,204512,0,7829
11/15/2022,AF,Afghanistan,EMRO,98,204610,0,7829
11/16/2022,AF,Afghanistan,EMRO,109,204719,1,7830
11/17/2022,AF,Afghanistan,EMRO,116,204835,0,7830
11/18/2022,AF,Afghanistan,EMRO,99,204934,0,7830
11/19/2022,AF,Afghanistan,EMRO,33,204967,0,7830
11/20/2022,AF,Afghanistan,EMRO,45,205012,1,7831
11/21/2022,AF,Afghanistan,EMRO,55,205067,0,7831
11/22/2022,AF,Afghanistan,EMRO,193,205260,1,7832
11/23/2022,AF,Afghanistan,EMRO,108,205368,1,7833
11/24/2022,AF,Afghanistan,EMRO,23,205391,0,7833
11/25/2022,AF,Afghanistan,EMRO,115,205506,0,7833
11/26/2022,AF,Afghanistan,EMRO,14,205520,0,7833
11/27/2022,AF,Afghanistan,EMRO,76,205596,0,7833
11/28/2022,AF,Afghanistan,EMRO,45,205641,0,7833
11/29/2022,AF,Afghanistan,EMRO,139,205780,0,7833
11/30/2022,AF,Afghanistan,EMRO,50,205830,0,7833
12/1/2022,AF,Afghanistan,EMRO,127,205957,0,7833
12/2/2022,AF,Afghanistan,EMRO,115,206072,1,7834
12/3/2022,AF,Afghanistan,EMRO,28,206100,0,7834
12/4/2022,AF,Afghanistan,EMRO,64,206164,0,7834
12/5/2022,AF,Afghanistan,EMRO,72,206236,0,7834
12/6/2022,AF,Afghanistan,EMRO,37,206273,1,7835
12/7/2022,AF,Afghanistan,EMRO,58,206331,0,7835
12/8/2022,AF,Afghanistan,EMRO,83,206414,2,7837
12/9/2022,AF,Afghanistan,EMRO,51,206465,2,7839
12/10/2022,AF,Afghanistan,EMRO,44,206509,0,7839
12/11/2022,AF,Afghanistan,EMRO,36,206545,0,7839
12/12/2022,AF,Afghanistan,EMRO,58,206603,0,7839
12/13/2022,AF,Afghanistan,EMRO,99,206702,1,7840
12/14/2022,AF,Afghanistan,EMRO,41,206743,3,7843
12/15/2022,AF,Afghanistan,EMRO,59,206802,0,7843
12/16/2022,AF,Afghanistan,EMRO,77,206879,0,7843
12/17/2022,AF,Afghanistan,EMRO,35,206914,0,7843
12/18/2022,AF,Afghanistan,EMRO,72,206986,1,7844
12/19/2022,AF,Afghanistan,EMRO,51,207037,1,7845
12/20/2022,AF,Afghanistan,EMRO,73,207110,0,7845
12/21/2022,AF,Afghanistan,EMRO,39,207149,0,7845
12/22/2022,AF,Afghanistan,EMRO,65,207214,0,7845
12/23/2022,AF,Afghanistan,EMRO,25,207239,0,7845
12/24/2022,AF,Afghanistan,EMRO,23,207262,0,7845
12/25/2022,AF,Afghanistan,EMRO,60,207322,0,7845
12/26/2022,AF,Afghanistan,EMRO,90,207412,1,7846
12/27/2022,AF,Afghanistan,EMRO,26,207438,0,7846
12/28/2022,AF,Afghanistan,EMRO,32,207470,0,7846
12/29/2022,AF,Afghanistan,EMRO,23,207493,0,7846
12/30/2022,AF,Afghanistan,EMRO,18,207511,1,7847
12/31/2022,AF,Afghanistan,EMRO,43,207554,2,7849
1/1/2023,AF,Afghanistan,EMRO,25,207579,0,7849
1/2/2023,AF,Afghanistan,EMRO,6,207585,0,7849
1/3/2023,AF,Afghanistan,EMRO,59,207644,0,7849
1/4/2023,AF,Afghanistan,EMRO,52,207696,1,7850
1/5/2023,AF,Afghanistan,EMRO,18,207714,0,7850
1/6/2023,AF,Afghanistan,EMRO,48,207762,0,7850
1/7/2023,AF,Afghanistan,EMRO,5,207767,0,7850
1/8/2023,AF,Afghanistan,EMRO,13,207780,1,7851
1/9/2023,AF,Afghanistan,EMRO,30,207810,1,7852
1/10/2023,AF,Afghanistan,EMRO,31,207841,2,7854
1/11/2023,AF,Afghanistan,EMRO,25,207866,0,7854
1/12/2023,AF,Afghanistan,EMRO,34,207900,0,7854
1/13/2023,AF,Afghanistan,EMRO,25,207925,1,7855
1/14/2023,AF,Afghanistan,EMRO,11,207936,0,7855
1/15/2023,AF,Afghanistan,EMRO,17,207953,0,7855
1/16/2023,AF,Afghanistan,EMRO,16,207969,0,7855
1/17/2023,AF,Afghanistan,EMRO,24,207993,2,7857
1/18/2023,AF,Afghanistan,EMRO,16,208009,2,7859
1/19/2023,AF,Afghanistan,EMRO,25,208034,4,7863
1/20/2023,AF,Afghanistan,EMRO,50,208084,1,7864
1/21/2023,AF,Afghanistan,EMRO,6,208090,0,7864
1/22/2023,AF,Afghanistan,EMRO,7,208097,6,7870
1/23/2023,AF,Afghanistan,EMRO,192,208289,1,7871
1/24/2023,AF,Afghanistan,EMRO,0,208289,0,7871
1/25/2023,AF,Afghanistan,EMRO,35,208324,1,7872
1/26/2023,AF,Afghanistan,EMRO,74,208398,1,7873
1/27/2023,AF,Afghanistan,EMRO,13,208411,0,7873
1/28/2023,AF,Afghanistan,EMRO,6,208417,2,7875
1/29/2023,AF,Afghanistan,EMRO,3,208420,1,7876
1/30/2023,AF,Afghanistan,EMRO,32,208452,0,7876
1/31/2023,AF,Afghanistan,EMRO,27,208479,3,7879
2/1/2023,AF,Afghanistan,EMRO,27,208506,1,7880
2/2/2023,AF,Afghanistan,EMRO,42,208548,3,7883
2/3/2023,AF,Afghanistan,EMRO,121,208669,8,7891
2/4/2023,AF,Afghanistan,EMRO,20,208689,1,7892
2/5/2023,AF,Afghanistan,EMRO,3,208692,4,7896
2/6/2023,AF,Afghanistan,EMRO,12,208704,0,7896
2/7/2023,AF,Afghanistan,EMRO,17,208721,0,7896
2/8/2023,AF,Afghanistan,EMRO,50,208771,0,7896
2/9/2023,AF,Afghanistan,EMRO,0,208771,0,7896
2/10/2023,AF,Afghanistan,EMRO,0,208771,0,7896
